ensgene,WT1,WT2,WT3,KO1,KO2,KO3
ENSMUSG00000051940,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000051952,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000051956,0 ,0 ,1 ,2 ,0 ,1 
ENSMUSG00000051965,3 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000051969,0 ,0 ,0 ,0 ,0 ,2 
ENSMUSG00000051985,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000051986,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052012,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052014,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052025,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052058,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052075,0 ,0 ,1 ,1 ,0 ,0 
ENSMUSG00000052099,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052143,1 ,1 ,1 ,3 ,2 ,2 
ENSMUSG00000052154,2 ,0 ,3 ,1 ,0 ,0 
ENSMUSG00000052157,0 ,2 ,0 ,0 ,1 ,0 
ENSMUSG00000052182,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052187,1 ,3 ,0 ,0 ,2 ,1 
ENSMUSG00000052188,0 ,0 ,0 ,4 ,0 ,1 
ENSMUSG00000052192,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052217,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052229,0 ,1 ,0 ,1 ,0 ,1 
ENSMUSG00000052236,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052241,0 ,2 ,0 ,0 ,0 ,0 
ENSMUSG00000052248,2 ,0 ,0 ,5 ,1 ,3 
ENSMUSG00000052270,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052273,2 ,1 ,2 ,1 ,1 ,1 
ENSMUSG00000052276,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052281,2 ,3 ,0 ,3 ,2 ,3 
ENSMUSG00000052295,0 ,3 ,0 ,2 ,0 ,4 
ENSMUSG00000052303,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052305,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052334,11 ,0 ,6 ,2 ,3 ,2 
ENSMUSG00000052336,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052363,0 ,1 ,1 ,0 ,0 ,0 
ENSMUSG00000052371,0 ,1 ,0 ,2 ,0 ,1 
ENSMUSG00000052372,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052376,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000052382,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052403,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052417,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052426,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000052468,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000052469,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000052471,1 ,1 ,2 ,3 ,1 ,3 
ENSMUSG00000052479,1 ,0 ,1 ,3 ,5 ,3 
ENSMUSG00000052482,1 ,5 ,0 ,6 ,3 ,2 
ENSMUSG00000052485,6 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000052496,2 ,3 ,1 ,3 ,0 ,3 
ENSMUSG00000052508,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052520,0 ,3 ,0 ,0 ,0 ,0 
ENSMUSG00000052537,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052549,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052554,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052562,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052581,0 ,1 ,0 ,0 ,1 ,0 
ENSMUSG00000052595,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052613,1 ,2 ,1 ,11 ,2 ,5 
ENSMUSG00000052625,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052629,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052631,0 ,2 ,5 ,1 ,1 ,1 
ENSMUSG00000052642,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052658,2 ,2 ,6 ,2 ,3 ,7 
ENSMUSG00000052730,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052736,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052749,0 ,0 ,1 ,0 ,0 ,1 
ENSMUSG00000052759,2 ,2 ,1 ,0 ,0 ,1 
ENSMUSG00000052767,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052769,1 ,1 ,2 ,1 ,1 ,1 
ENSMUSG00000052779,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052785,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052790,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052818,0 ,2 ,0 ,0 ,0 ,0 
ENSMUSG00000052848,1 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000052850,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000052861,1 ,1 ,0 ,2 ,0 ,0 
ENSMUSG00000052865,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000052922,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000052955,0 ,1 ,0 ,1 ,1 ,4 
ENSMUSG00000053038,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000053044,0 ,0 ,1 ,0 ,0 ,1 
ENSMUSG00000053049,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053054,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053063,2 ,6 ,2 ,1 ,1 ,2 
ENSMUSG00000053081,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000053101,1 ,1 ,0 ,2 ,2 ,0 
ENSMUSG00000053117,2 ,0 ,0 ,1 ,0 ,1 
ENSMUSG00000053121,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000053146,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053161,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053168,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000053173,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053181,0 ,0 ,2 ,2 ,3 ,1 
ENSMUSG00000053182,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053184,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053185,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053194,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053205,0 ,4 ,17 ,0 ,0 ,11 
ENSMUSG00000053208,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053214,0 ,0 ,3 ,2 ,1 ,9 
ENSMUSG00000053217,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053228,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053251,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053268,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053287,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053303,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053318,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053358,0 ,0 ,2 ,5 ,3 ,2 
ENSMUSG00000053360,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053368,6 ,2 ,1 ,2 ,5 ,3 
ENSMUSG00000053375,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000053388,4 ,3 ,1 ,1 ,0 ,1 
ENSMUSG00000053389,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053391,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053399,3 ,1 ,1 ,5 ,1 ,2 
ENSMUSG00000053420,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053442,3 ,1 ,1 ,2 ,0 ,0 
ENSMUSG00000053461,1 ,3 ,3 ,6 ,3 ,1 
ENSMUSG00000053469,3 ,1 ,2 ,2 ,6 ,3 
ENSMUSG00000053472,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053499,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053508,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053519,1 ,0 ,1 ,2 ,1 ,0 
ENSMUSG00000053528,0 ,0 ,1 ,1 ,0 ,0 
ENSMUSG00000053541,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053545,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053588,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053593,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053624,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053640,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053675,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000053678,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053695,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053719,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053720,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053729,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053740,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000053742,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053747,3 ,0 ,0 ,1 ,0 ,1 
ENSMUSG00000053765,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000053773,0 ,1 ,0 ,1 ,0 ,0 
ENSMUSG00000053790,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053815,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053820,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053821,0 ,2 ,1 ,1 ,2 ,1 
ENSMUSG00000053825,3 ,2 ,4 ,4 ,3 ,2 
ENSMUSG00000053830,0 ,2 ,0 ,0 ,0 ,0 
ENSMUSG00000053852,3 ,0 ,4 ,1 ,2 ,0 
ENSMUSG00000053856,3 ,3 ,0 ,1 ,1 ,0 
ENSMUSG00000053861,1 ,1 ,0 ,2 ,0 ,0 
ENSMUSG00000053862,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053863,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053868,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053873,0 ,1 ,0 ,0 ,0 ,1 
ENSMUSG00000053889,4 ,0 ,2 ,2 ,0 ,3 
ENSMUSG00000053896,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053909,3 ,1 ,2 ,10 ,1 ,7 
ENSMUSG00000053914,1 ,2 ,2 ,0 ,5 ,3 
ENSMUSG00000053957,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000053961,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053963,1 ,3 ,2 ,0 ,3 ,0 
ENSMUSG00000053979,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000053980,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054005,0 ,2 ,0 ,0 ,0 ,0 
ENSMUSG00000054006,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054031,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000054033,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054036,3 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000054052,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054054,1 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000054061,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054069,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054072,4 ,2 ,1 ,2 ,0 ,0 
ENSMUSG00000054087,0 ,1 ,0 ,3 ,0 ,1 
ENSMUSG00000054102,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054106,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054116,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054117,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000054134,8 ,2 ,1 ,1 ,2 ,1 
ENSMUSG00000054135,1 ,1 ,2 ,0 ,4 ,6 
ENSMUSG00000054141,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054142,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054146,1 ,2 ,2 ,4 ,2 ,7 
ENSMUSG00000054156,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054181,2 ,3 ,0 ,8 ,5 ,2 
ENSMUSG00000054203,0 ,3 ,6 ,1 ,0 ,1 
ENSMUSG00000054204,2 ,0 ,1 ,1 ,0 ,0 
ENSMUSG00000054236,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054258,0 ,0 ,0 ,0 ,2 ,2 
ENSMUSG00000054266,4 ,3 ,3 ,0 ,0 ,0 
ENSMUSG00000054272,0 ,0 ,1 ,0 ,1 ,1 
ENSMUSG00000054293,1 ,0 ,2 ,1 ,1 ,0 
ENSMUSG00000054304,3 ,8 ,0 ,0 ,2 ,1 
ENSMUSG00000054310,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054325,1 ,0 ,0 ,2 ,2 ,3 
ENSMUSG00000054351,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054360,5 ,1 ,0 ,5 ,0 ,3 
ENSMUSG00000054391,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054406,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054412,0 ,0 ,0 ,0 ,0 ,2 
ENSMUSG00000054417,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054422,2 ,2 ,2 ,0 ,1 ,6 
ENSMUSG00000054431,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054435,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000054446,0 ,0 ,0 ,0 ,2 ,0 
ENSMUSG00000054450,0 ,2 ,0 ,0 ,0 ,0 
ENSMUSG00000054457,0 ,0 ,0 ,1 ,0 ,2 
ENSMUSG00000054488,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054493,7 ,4 ,2 ,2 ,12 ,2 
ENSMUSG00000054497,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054498,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054510,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054514,0 ,0 ,3 ,3 ,1 ,4 
ENSMUSG00000054523,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054526,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054537,1 ,1 ,2 ,2 ,0 ,2 
ENSMUSG00000054556,0 ,0 ,0 ,1 ,2 ,0 
ENSMUSG00000054618,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054622,0 ,0 ,0 ,1 ,1 ,1 
ENSMUSG00000054626,3 ,0 ,0 ,2 ,0 ,1 
ENSMUSG00000054630,1 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000054641,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054672,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054690,2 ,0 ,0 ,2 ,1 ,0 
ENSMUSG00000054727,0 ,0 ,1 ,6 ,0 ,2 
ENSMUSG00000054745,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054746,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054757,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054759,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054763,7 ,1 ,4 ,2 ,3 ,3 
ENSMUSG00000054764,1 ,3 ,1 ,0 ,0 ,0 
ENSMUSG00000054779,2 ,0 ,0 ,0 ,3 ,3 
ENSMUSG00000054822,2 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000054827,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054885,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054890,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000054892,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054901,0 ,2 ,1 ,2 ,1 ,0 
ENSMUSG00000054905,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054909,1 ,0 ,1 ,2 ,2 ,2 
ENSMUSG00000054932,1 ,0 ,0 ,0 ,1 ,6 
ENSMUSG00000054938,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054940,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054944,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000054945,4 ,2 ,0 ,3 ,3 ,3 
ENSMUSG00000054957,1 ,0 ,2 ,0 ,1 ,0 
ENSMUSG00000054958,2 ,2 ,0 ,0 ,0 ,0 
ENSMUSG00000054966,5 ,3 ,3 ,5 ,3 ,3 
ENSMUSG00000054976,0 ,0 ,0 ,0 ,0 ,2 
ENSMUSG00000054986,1 ,0 ,0 ,2 ,2 ,2 
ENSMUSG00000054988,1 ,1 ,0 ,1 ,4 ,0 
ENSMUSG00000054994,4 ,1 ,2 ,3 ,0 ,4 
ENSMUSG00000055010,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055015,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055030,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055048,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055061,0 ,0 ,1 ,0 ,2 ,0 
ENSMUSG00000055072,0 ,0 ,0 ,3 ,0 ,0 
ENSMUSG00000055093,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055095,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055108,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055109,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055110,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055114,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055134,4 ,0 ,5 ,0 ,2 ,1 
ENSMUSG00000055138,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055159,1 ,0 ,0 ,0 ,2 ,1 
ENSMUSG00000055170,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055177,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055193,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055194,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055197,3 ,0 ,2 ,1 ,0 ,2 
ENSMUSG00000055198,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055210,2 ,1 ,2 ,1 ,6 ,8 
ENSMUSG00000055214,0 ,2 ,3 ,1 ,2 ,6 
ENSMUSG00000055216,0 ,2 ,1 ,5 ,1 ,2 
ENSMUSG00000055228,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055271,2 ,1 ,1 ,1 ,2 ,0 
ENSMUSG00000055298,0 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000055312,2 ,0 ,1 ,2 ,0 ,1 
ENSMUSG00000055323,2 ,3 ,1 ,3 ,3 ,1 
ENSMUSG00000055341,0 ,3 ,3 ,2 ,3 ,1 
ENSMUSG00000055357,2 ,0 ,0 ,6 ,0 ,0 
ENSMUSG00000055360,1 ,0 ,1 ,0 ,4 ,1 
ENSMUSG00000055368,4 ,3 ,1 ,1 ,2 ,2 
ENSMUSG00000055370,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055385,0 ,2 ,0 ,1 ,0 ,0 
ENSMUSG00000055408,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000055415,0 ,1 ,6 ,2 ,4 ,0 
ENSMUSG00000055416,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055424,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055446,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000055452,5 ,8 ,2 ,0 ,2 ,0 
ENSMUSG00000055456,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055471,1 ,0 ,0 ,0 ,2 ,1 
ENSMUSG00000055489,0 ,0 ,0 ,5 ,2 ,8 
ENSMUSG00000055494,6 ,1 ,1 ,2 ,3 ,2 
ENSMUSG00000055497,0 ,0 ,0 ,2 ,1 ,1 
ENSMUSG00000055515,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055540,2 ,1 ,0 ,6 ,2 ,1 
ENSMUSG00000055546,0 ,0 ,1 ,0 ,3 ,0 
ENSMUSG00000055547,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055561,7 ,2 ,6 ,2 ,3 ,3 
ENSMUSG00000055571,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055594,0 ,0 ,2 ,0 ,0 ,0 
ENSMUSG00000055602,2 ,1 ,1 ,1 ,5 ,1 
ENSMUSG00000055609,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055621,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055643,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055679,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055691,4 ,0 ,0 ,0 ,2 ,1 
ENSMUSG00000055700,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055730,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055732,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055746,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055748,2 ,4 ,1 ,8 ,3 ,2 
ENSMUSG00000055763,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055771,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055775,3 ,2 ,1 ,1 ,4 ,1 
ENSMUSG00000055789,2 ,1 ,1 ,1 ,0 ,0 
ENSMUSG00000055795,2 ,1 ,2 ,0 ,0 ,0 
ENSMUSG00000055811,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055818,3 ,1 ,2 ,2 ,0 ,5 
ENSMUSG00000055820,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055827,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055838,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055865,13 ,5 ,2 ,2 ,1 ,2 
ENSMUSG00000055872,0 ,0 ,1 ,0 ,0 ,1 
ENSMUSG00000055891,0 ,1 ,0 ,0 ,1 ,0 
ENSMUSG00000055895,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055933,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055942,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055944,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055958,0 ,1 ,0 ,0 ,2 ,2 
ENSMUSG00000055960,2 ,1 ,1 ,1 ,2 ,0 
ENSMUSG00000055961,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055968,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055971,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055972,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000055976,5 ,3 ,5 ,1 ,0 ,1 
ENSMUSG00000056008,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056023,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000056032,1 ,0 ,1 ,0 ,1 ,0 
ENSMUSG00000056035,0 ,0 ,0 ,0 ,0 ,2 
ENSMUSG00000056061,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056071,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000056078,1 ,1 ,0 ,1 ,1 ,2 
ENSMUSG00000056089,0 ,1 ,0 ,2 ,1 ,2 
ENSMUSG00000056115,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056128,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056133,1 ,1 ,1 ,1 ,4 ,3 
ENSMUSG00000056158,0 ,0 ,1 ,1 ,0 ,0 
ENSMUSG00000056162,0 ,1 ,0 ,0 ,0 ,3 
ENSMUSG00000056184,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056197,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056203,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000056219,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056223,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000056257,0 ,0 ,2 ,1 ,0 ,0 
ENSMUSG00000056270,0 ,0 ,1 ,0 ,0 ,3 
ENSMUSG00000056271,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000056281,4 ,1 ,1 ,0 ,5 ,1 
ENSMUSG00000056290,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000056293,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000056316,2 ,0 ,1 ,7 ,0 ,4 
ENSMUSG00000056328,0 ,0 ,0 ,0 ,4 ,0 
ENSMUSG00000056329,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056332,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056350,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056359,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056366,0 ,0 ,1 ,1 ,0 ,0 
ENSMUSG00000056370,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000056379,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056399,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056418,0 ,1 ,0 ,2 ,1 ,0 
ENSMUSG00000056423,3 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000056426,0 ,1 ,0 ,1 ,0 ,0 
ENSMUSG00000056445,2 ,0 ,1 ,0 ,1 ,0 
ENSMUSG00000056468,0 ,0 ,0 ,0 ,0 ,2 
ENSMUSG00000056487,1 ,0 ,0 ,4 ,1 ,2 
ENSMUSG00000056494,0 ,0 ,0 ,0 ,2 ,0 
ENSMUSG00000056508,3 ,1 ,0 ,0 ,0 ,2 
ENSMUSG00000056509,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056544,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056564,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056586,3 ,2 ,3 ,7 ,0 ,2 
ENSMUSG00000056605,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056617,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056632,2 ,2 ,2 ,1 ,0 ,2 
ENSMUSG00000056643,1 ,4 ,1 ,3 ,2 ,1 
ENSMUSG00000056696,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056699,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000056706,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056716,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056728,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056752,0 ,3 ,2 ,3 ,4 ,5 
ENSMUSG00000056755,0 ,0 ,0 ,0 ,2 ,1 
ENSMUSG00000056772,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000056777,0 ,0 ,1 ,0 ,0 ,0 
